tick,aep_active,aep_hyperactive,alpha_cleaved_gut,tau_cleaved_gut,alpha_oligomer_gut,tau_oligomer_gut,barrier_impermeability,microbiota_good_bacteria_class,microbiota_pathogenic_bacteria_class,resting_microglia,active_microglia,healthy_neuron,damaged_neuron,dead_neuron,cleaved_alpha_syn_brain,alpha_syn_oligomer_brain,cleaved_tau_brain,tau_oligomer_brain,cytokine_pro_inflammatory,cytokine_non_inflammatory,condition
21.0,41.46666666666667,8.533333333333333,14.933333333333334,16.4,0.0,0.0,41.46666666666667,6767.2,44234.73333333333,50.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mixed
22.0,41.46666666666667,8.533333333333333,16.8,17.333333333333332,0.0,0.0,41.46666666666667,6301.6,47258.933333333334,50.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mixed
23.0,40.333333333333336,9.666666666666666,18.666666666666668,19.066666666666666,0.0,0.0,40.333333333333336,5818.0,50661.666666666664,50.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mixed
24.0,40.333333333333336,9.666666666666666,20.8,20.266666666666666,0.0,0.0,40.333333333333336,5403.533333333334,54432.4,50.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mixed
25.0,39.46666666666667,10.533333333333333,23.066666666666666,21.466666666666665,0.0,0.0,39.46666666666667,5031.733333333334,58533.26666666667,50.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mixed
26.0,39.46666666666667,10.533333333333333,24.666666666666668,24.0,0.0,0.0,39.46666666666667,4642.133333333333,62892.6,50.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mixed
27.0,38.6,11.4,26.533333333333335,25.866666666666667,0.0,0.0,38.6,4329.066666666667,67794.93333333333,50.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mixed
28.0,38.6,11.4,27.866666666666667,27.866666666666667,0.0,0.0,38.6,4016.6,72405.13333333333,50.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mixed
29.0,37.8,12.2,29.2,29.866666666666667,0.0,0.0,37.8,3776.733333333333,78060.53333333334,50.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mixed
30.0,37.8,12.2,30.4,32.13333333333333,0.0,0.0,37.8,3499.4666666666667,83788.06666666667,50.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mixed
31.0,36.733333333333334,13.266666666666667,33.6,33.733333333333334,0.0,0.0,36.733333333333334,3264.9333333333334,90102.46666666666,50.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mixed
32.0,36.733333333333334,13.266666666666667,35.2,36.0,0.0,0.0,36.733333333333334,3044.2,96347.33333333333,50.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mixed
33.0,35.8,14.2,36.93333333333333,38.53333333333333,0.0,0.0,35.8,2871.266666666667,102317.46666666666,50.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mixed
34.0,35.8,14.2,39.06666666666667,40.4,0.0,0.0,35.8,2763.4,108514.13333333333,50.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mixed
35.0,34.6,15.4,41.6,42.0,0.0,0.0,34.6,2639.133333333333,115121.13333333333,50.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mixed
36.0,34.6,15.4,43.6,43.86666666666667,0.0,0.0,34.6,2558.266666666667,121096.26666666666,50.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mixed
37.0,33.8,16.2,46.53333333333333,46.666666666666664,0.0,0.0,33.8,2515.4,127404.73333333334,50.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mixed
38.0,33.8,16.2,48.8,49.2,0.0,0.0,33.8,2461.3333333333335,135279.66666666666,50.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mixed
39.0,32.8,17.2,51.333333333333336,52.0,0.0,0.0,32.8,2378.0,143365.73333333334,50.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mixed
40.0,32.8,17.2,52.93333333333333,55.6,0.0,0.0,32.8,2345.0666666666666,151843.13333333333,50.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mixed
41.0,32.06666666666667,17.933333333333334,54.93333333333333,57.733333333333334,0.0,0.0,32.06666666666667,2397.6666666666665,161421.0,50.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mixed
42.0,32.06666666666667,17.933333333333334,56.4,59.86666666666667,0.0,0.0,32.06666666666667,2438.8,173451.33333333334,50.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mixed
43.0,30.866666666666667,19.133333333333333,59.86666666666667,62.266666666666666,0.0,0.0,30.866666666666667,2635.0,183194.8,50.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mixed
44.0,30.866666666666667,19.133333333333333,61.733333333333334,64.0,0.0,0.0,30.866666666666667,2793.2,190080.0,50.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mixed
45.0,29.6,20.4,65.73333333333333,66.13333333333334,0.0,0.0,29.6,2985.733333333333,196420.93333333332,50.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mixed
46.0,29.6,20.4,67.46666666666667,69.33333333333333,0.0,0.0,29.6,3169.733333333333,196744.73333333334,50.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mixed
47.0,28.4,21.6,70.13333333333334,72.13333333333334,0.0,0.0,28.4,3541.8,190853.4,50.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mixed
48.0,28.4,21.6,71.86666666666666,73.86666666666666,0.0,0.0,28.4,3883.0,182702.53333333333,50.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mixed
49.0,27.533333333333335,22.466666666666665,74.13333333333334,76.8,0.0,0.0,27.533333333333335,4308.4,179292.26666666666,50.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mixed
